,标题,作者,调整出版物名称,出版年,起始页面,结束页面,Pages,会议名称,合计引用次数,每年的平均数,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Author_number
9538,PNEUMORACHIS AND PNEUMOMEDIASTINUM AFTER COCAINE SNIFFING,"Kahane, Ian; Pillai, Sivaram",CHEST,2018,484,484,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9539,"Splenectomy in Hodgkin's Disease for splenomegaly, cytopenias and intolerance to myelosuppressive chemotherapy.","Lowenbraun, S; Ramsey, H E; Serpick, A A",AMERICAN JOURNAL OF MEDICINE,1971,49,55,6,0,65,1.3,0,5,10,13,8,7,4,4,5,2,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9540,Epidemic acute glomerulonephritis associated with type 49 streptococcal pyoderma. I. Clinical and laboratory findings.,"Kaplan, E L; Anthony, B F; Chapman, S S; Wannamaker, L W",AMERICAN JOURNAL OF MEDICINE,1970,9,27,18,0,65,1.27,4,4,3,7,5,3,5,3,2,1,3,1,2,2,1,3,2,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4
9541,FIBROSING MEDIASTINITIS: A RARE COMPLICATION OF HISTOPLASMOSIS INFECTION,"Kang, Vincent; MacMillan, Andrew; Jordan, Kim",CHEST,2018,472,472,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9542,"Bone marrow biopsy in the evaluation of lymphoma, carcinoma and granulomatous disorders.","Ellman, L",AMERICAN JOURNAL OF MEDICINE,1976,1,7,6,0,64,1.42,0,0,0,0,0,0,2,2,9,7,5,3,3,3,3,3,4,1,3,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,2,0,0,2,0,0,0,0,2,1,1
9543,Familial pulmonary hypertension and multiple abnormalities of large systemic arteries in Osler's disease.,"Trell, E; Johansson, B W; Linell, F; Ripa, J",AMERICAN JOURNAL OF MEDICINE,1972,50,63,13,0,64,1.31,0,0,0,0,3,1,3,2,2,1,0,0,1,2,2,0,5,1,3,1,0,1,2,2,0,1,1,0,1,0,3,3,1,5,5,3,0,2,2,0,1,1,0,1,0,1,1,0,0,0,4
9544,Fine structural alterations of parathyroid glands in response to experimental and spontaneous changes of calcium in extracellular fluids.,"Capen, C C",AMERICAN JOURNAL OF MEDICINE,1971,598,611,13,0,64,1.28,0,1,1,5,6,8,3,4,1,1,3,3,2,1,5,5,1,1,1,2,1,3,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9545,"Clinical, serologic and leukocyte function studies on patients with idiopathic acquired agammaglobulinemia and their families.","Douglas, S D; Goldberg, L S; Fudenberg, H H",AMERICAN JOURNAL OF MEDICINE,1970,48,53,5,0,64,1.25,1,10,7,4,6,3,6,2,7,1,4,0,1,1,1,1,2,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
9546,"Epidemic acute glomerulonephritis associated with type 49 streptococcal pyoderma. II. Correlative study of light, immunofluorescent and electron microscopic findings.","Fish, A J; Herdman, R C; Michael, A F; Pickering, R J; Good, R A",AMERICAN JOURNAL OF MEDICINE,1970,28,39,11,0,64,1.25,4,6,4,6,8,2,2,2,3,0,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,2,2,2,1,0,5
9547,LARGE LUNG ABSCESS COMPRESSING LEFT VENTRICLE,"Khan, Adnan; Muddassir, Khawaja; Khan, Sana; Mattox, Anthony; Kadaria, Dipen",CHEST,2018,721,721,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9548,THE IMPACT OF OBESITY ON MORTALITY AND DISEASE SEVERITY IN PATIENTS WITH PULMONARY EMBOLISM IN UNITES STATES: A 13-YEAR NATIONAL ANALYSIS,"Khan, Zubair; Srour, Khaled; Saud, Mohammad; Tamer, Khan; Ahmed, Said; Siddiqui, Nauman; Assaly, Ragheb",CHEST,2018,1017,1017,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
9549,INTRAPLEURAL TISSUE PLASMINOGEN ACTIVATOR AND DEOXYRIBONUCLEASE THERAPY VS EARLY MEDICAL THORACOSCOPY FOR TREATMENT OF PLEURAL INFECTION: A RANDOMIZED CLINICAL TRIAL,"Kheir, Fayez; Rivera, Estefania; Mehta, Hiren; Thakore, Sanket; Parikh, Mihir; Kaphle, Upendra; Chee, Alex; Majid, Adnan",CHEST,2018,518,519,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
9550,ARDS DOCUMENTATION COMPLIANCE AND ITS IMPACT ON MORTALITY,"Kileci, John; Siddiqi, Faisal; Lee, Young Im",CHEST,2018,690,690,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9551,EVALUATION OF MANAGEMENT CHANGES ASSOCIATED WITH DIRECT VIRAL RESPIRATORY PATHOGEN PANEL TESTING IN CHRONIC RESPIRATORY DISEASES,"Krones, Ariella; Vissichelli, Nicole; Orndahl, Christine; Sima, Adam; Doern, Christopher; De La Cruz, Oveimar",CHEST,2018,134,134,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9552,Plasma testosterone stimulation-suppression dynamics in hirsute women. correlation with long-term therapy.,"Ettinger, B; Goldfield, E B; Burrill, K C; Von Werder, K; Forsham, P H",AMERICAN JOURNAL OF MEDICINE,1973,195,200,5,0,61,1.27,0,0,0,0,5,6,5,8,1,5,3,2,2,5,1,3,0,1,1,1,1,2,1,2,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9553,Long survival in Hodgkin's disease.,"Chawla, P L; Stutzman, L; Dubois, R E; Kim, U; Sokal, J E",AMERICAN JOURNAL OF MEDICINE,1970,85,92,7,0,60,1.18,1,9,9,11,8,3,2,4,2,1,1,0,2,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9554,"A new familial syndrome characterized by pigmentary retinopathy, hypogonadism, mental retardation, nerve deafness and glucose intolerance.","Edwards, J A; Sethi, P K; Scoma, A J; Bannerman, R M; Frohman, L A",AMERICAN JOURNAL OF MEDICINE,1976,23,32,9,0,59,1.31,0,0,0,0,0,0,0,1,2,4,3,1,4,0,1,5,2,2,2,3,2,2,1,1,0,2,1,3,4,0,2,1,1,0,1,0,0,2,0,0,0,1,0,1,0,0,1,2,0,1,5
9555,UNNECESSARY CHEST RADIOGRAPHS: A QUALITY IMPROVEMENT PROJECT TO IDENTIFY REASONS FOR AND REDUCE UNNECESSARY CHEST X-RAYS IN THE MEDICAL ICU,"Liu, Bert; Rees, Jordan; Wu, Gloria; Liou, Angela; Fan, Kelly; Dooley, Sean; Lee, May",CHEST,2018,544,544,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
9556,Calcium metabolism in renal failure.,"David, D S",AMERICAN JOURNAL OF MEDICINE,1975,48,56,8,0,59,1.28,0,0,0,0,0,1,5,5,3,3,2,5,3,2,1,2,1,1,0,1,4,0,1,0,1,3,1,2,2,1,1,2,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1
9557,Adverse reactions and interactions limiting the use of antihypertensive drugs.,"Nies, A S",AMERICAN JOURNAL OF MEDICINE,1975,495,503,8,0,59,1.28,0,0,0,0,0,0,4,3,7,8,1,4,4,2,1,4,2,4,3,0,1,2,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9558,Abdominal lymphoma and alpha chain disease. Report of three cases.,"Bonomo, L; Dammacco, F; Marano, R; Bonomo, G M",AMERICAN JOURNAL OF MEDICINE,1972,73,86,13,0,59,1.2,0,0,1,5,6,9,10,8,3,2,2,3,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
9559,The gamut of histoplasmosis.,"Vanek, J; Schwarz, J",AMERICAN JOURNAL OF MEDICINE,1971,89,104,15,0,59,1.18,0,0,4,3,3,2,3,2,6,5,2,6,1,2,5,1,0,2,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2
9560,WHEN STARS ALIGN: HYPERLIPIDEMIC PANCREATITIS IN PREGNANCY,"Mahmood, Syed Nazeer; Alnababteh, Muhtadi; Cawasji, Zain; Schwartz, Owen",CHEST,2018,337,337,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9561,"Third F. Raymond Keating, Jr., Memorial Symposium--parathyroid hormone, calcitonin and vitamin D: clinical considerations. II. Vitamin D--1973.","DeLuca, H F",AMERICAN JOURNAL OF MEDICINE,1974,1,12,11,0,58,1.23,0,0,0,0,0,10,13,7,5,5,2,1,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9562,Exericse performance in relation to the pathophysiologic type of chronic obstructive pulmonary disease.,"Marcus, J H; McLean, R L; Duffell, G M; Ingram, R H Jr",AMERICAN JOURNAL OF MEDICINE,1970,14,22,8,0,58,1.14,0,2,6,4,2,1,4,4,0,5,4,2,2,1,4,0,0,2,0,1,1,1,1,1,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
9563,Hepatitis B antigen-associated periarteritis nodosa in patients undergoing long-term hemodialysis.,"Drueke, T; Barbanel, C; Jungers, P; Digeon, M; Poisson, M; Brivet, F; Trecan, G; Feldmann, G; Crosnier, J; Bach, J F",AMERICAN JOURNAL OF MEDICINE,1980,86,90,4,0,57,1.39,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,5,4,2,2,1,5,2,1,0,0,2,2,2,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,0,0,2,0,10
9564,"DIFFERENCES IN COMORBIDITIES BY BASELINE EOSINOPHILS FOR PATIENTS WITH SEVERE, UNCONTROLLED ASTHMA FROM THE BENRALIZUMAB SIROCCO AND CALIMA TRIALS","Martin, Ubaldo; Fitzgerald, J. Mark; Bleecker, Eugene; Trudo, Frank; Rastogi, Sarang",CHEST,2018,17,18,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9565,PRIMARY ADENOSQUAMOUS LUNG CARCINOMA TRANSFORMING TO PURE SQUAMOUS CELL BRAIN METASTASIS,"Matayeva, Elyana; Henson, Theresa; Alaverdian, Artur",CHEST,2018,607,607,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9566,Infections in cancer patients on a protected environment-prophylactic antibiotic program.,"Bodey, G P; Rodriguez, V",AMERICAN JOURNAL OF MEDICINE,1975,497,504,7,0,57,1.24,0,0,0,0,0,0,4,6,5,7,3,4,3,2,4,3,3,0,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,2
9567,The therapeutic approach to hypoparathyroidism.,"Avioli, L V",AMERICAN JOURNAL OF MEDICINE,1974,34,42,8,0,57,1.21,0,0,0,0,0,8,4,12,8,4,5,1,2,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1
9568,Subdural empyema.,"Coonrod, J D; Dans, P E",AMERICAN JOURNAL OF MEDICINE,1972,85,91,6,0,57,1.16,0,0,2,2,1,4,1,3,3,2,4,7,3,2,1,3,2,0,1,0,1,0,1,0,0,1,1,0,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2
9569,Alveolar hypoventilation syndrome. Studies of ventilatory control in patients selected for diaphragm pacing.,"Farmer, W C; Glenn, W W; Gee, J B",AMERICAN JOURNAL OF MEDICINE,1978,39,49,10,0,56,1.3,0,0,0,0,0,0,0,0,2,5,8,3,4,2,2,3,7,4,3,1,0,0,2,0,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,3
9570,Recurrence of membranoproliferative glomerulonephritis following kidney transplantation. Serum complement component studies.,"McLean, R H; Geiger, H; Burke, B; Simmons, R; Najarian, J; Vernier, R L; Michael, A F",AMERICAN JOURNAL OF MEDICINE,1976,60,72,12,0,56,1.24,0,0,0,0,0,0,3,6,8,7,6,4,4,2,2,0,0,3,0,0,0,0,1,0,1,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7
9571,Subacute and acute endocarditis due to Pseudomonas cepacia in heroin addicts.,"Noriega, E R; Rubinstein, E; Simberkoff, M S; Rahal, J J",AMERICAN JOURNAL OF MEDICINE,1975,29,36,7,0,56,1.22,0,0,0,0,0,0,0,2,2,2,4,3,3,1,0,4,3,2,3,0,5,1,1,2,0,1,0,1,1,1,0,1,1,0,0,4,0,0,0,1,0,1,3,0,0,0,0,1,1,1,4
9572,LATE ONSET METHOTRAXATE-INDUCED HYPERSENSITIVITY PNEUMONITIS,"Mesiha, Nabil; Latypov, Lenar; Alipour, Mona; Gerolemou, Louis; Arjomand, Farhad; Vasudevan, Viswanath",CHEST,2018,406,407,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9573,DIAGNOSING PULMONARY ASPERGILLOSIS USING EBUS-TBNA IN KIDNEY TRANSPLANT PATIENT,"Meza, Daniel; Frye, Laura",CHEST,2018,853,853,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9574,Bilateral diaphragmatic paralysis with hypercapnic respiratory failure. A physiologic assessment.,"Kreitzer, S M; Feldman, N T; Saunders, N A; Ingram, R H Jr",AMERICAN JOURNAL OF MEDICINE,1978,89,95,6,0,55,1.28,0,0,0,0,0,0,0,0,0,1,3,0,3,2,2,3,3,4,2,4,3,2,2,2,3,1,2,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,4
9575,The gamut of paracoccidioidomycosis.,"Restrepo, A; Robledo, M; Giraldo, R; Hernandez, H; Sierra, F; Gutierrez, F; Londono, F; Lopez, R; Calle, G",AMERICAN JOURNAL OF MEDICINE,1976,33,42,9,0,55,1.22,0,0,0,0,0,0,1,0,2,3,0,4,5,3,2,4,2,1,1,2,0,0,2,0,1,0,3,1,1,0,2,0,0,0,4,2,1,0,0,0,1,4,0,1,0,1,1,0,0,0,9
9576,Identification and differentiation of surgically correctable hypertension due to primary aldosteronism.,"Herf, S M; Teates, D C; Tegtmeyer, C J; Vaughan, E D Jr; Ayers, C R; Carey, R M",AMERICAN JOURNAL OF MEDICINE,1979,397,402,5,0,54,1.29,0,0,0,0,0,0,0,0,0,0,3,4,2,6,9,6,2,0,2,5,3,1,1,2,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6
9577,Aneurysms of the sinus of Valsalva. Report of seven cases and review of the literature.,"Boutefeu, J M; Moret, P R; Hahn, C; Hauf, E",AMERICAN JOURNAL OF MEDICINE,1978,18,24,6,0,54,1.26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,8,3,2,2,4,2,1,1,0,3,4,2,3,0,3,1,2,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4
9578,Role of anaerobic bacteria in spontaneous peritonitis of cirrhosis: report of two cases and review of the literature.,"Targan, S R; Chow, A W; Guze, L B",AMERICAN JOURNAL OF MEDICINE,1977,397,403,6,0,54,1.23,0,0,0,0,0,0,0,1,0,6,3,2,5,3,4,3,1,6,2,2,2,1,2,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
9579,TELEPHONIC ASSESSMENT OF RESPIRATORY STATUS IN MYASTHENIA EXACERBATION USING SINGLE BREATH COUNT TEST,"Narula, Naureen; Katyal, Nakul; Siddiqui, Faraz; Govindarajan, Raghav",CHEST,2018,910,910,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9580,A RARE ZOONOTIC INFECTION IN AN IMMUNOCOMPROMISED PATIENT,"Ngoc-Tram Ha; Tsai, Cynthia; Penupolu, Sudheer; Bandyopadhyay, Debabrata; Islam, Md",CHEST,2018,122,122,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9581,"UNEXPLAINED ILD: INFECTION, MALIGNANCY, MEDICATIONS, OR RHEUMATOID LUNG","Nutakki, Swathi Sree; Foreman, Marilyn; Bari, Shahla; Flenaugh, Eric",CHEST,2018,937,937,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9582,Desquamative interstitial pneumonia following long-term nitrofurantoin therapy.,"Bone, R C; Wolfe, J; Sobonya, R E; Kerby, G R; Stechschulte, D; Ruth, W E; Welch, M",AMERICAN JOURNAL OF MEDICINE,1976,697,701,4,0,53,1.18,0,0,0,0,0,0,0,6,2,2,3,0,4,4,1,1,2,0,1,1,0,2,1,0,0,0,1,0,0,1,1,2,0,2,3,1,2,1,2,0,1,0,2,0,1,0,1,1,0,1,7
9583,Silicon nephropathy.,"Saldanha, L F; Rosen, V J; Gonick, H C",AMERICAN JOURNAL OF MEDICINE,1975,95,103,8,0,53,1.15,0,0,0,0,0,0,1,1,4,2,1,2,3,4,0,2,3,1,2,2,1,1,3,1,1,4,0,3,0,2,2,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3
9584,Dysimmunoglobulinemia associated with hepatobiliary disorders.,"Zawadzki, Z; Edwards, G A",AMERICAN JOURNAL OF MEDICINE,1970,196,202,6,0,53,1.04,0,2,4,6,4,6,2,0,1,2,4,4,1,0,1,1,1,1,0,2,2,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
9585,Clinical and pathologic features of Waldenstrom's macroglobulinemia in seven patients with serum monoclonal IgG or IgA.,"Tursz, T; Brouet, J C; Flandrin, G; Danon, F; Clauvel, J P; Seligmann, M",AMERICAN JOURNAL OF MEDICINE,1977,499,502,3,0,52,1.18,0,0,0,0,0,0,0,0,1,2,8,10,5,3,5,2,0,1,2,1,0,0,2,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,6
9586,"HIGH-END PECTUS SURGERY: TOTAL CHEST WALL REMODELING FOR PECTUS EXCAVATUM, CARINATUM, AND MIXED DEFORMITIES","Park, Hyung",CHEST,2018,55,55,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9587,Serial lipid and lipoprotein responses to the American Heart Association fat-controlled diet.,"Wilson, W S; Hulley, S B; Burrows, M I; Nichaman, M Z",AMERICAN JOURNAL OF MEDICINE,1971,491,503,12,0,52,1.04,0,0,2,6,7,1,2,3,3,3,2,3,5,2,1,0,0,1,0,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
9588,INDICATORS FOR ANTIBIOTIC USAGE IN DIABETIC KETOACIDOSIS: A RETROSPECTIVE ANALYSIS AT A SINGLE-CENTER MULTIDISCIPLINARY INTENSIVE CARE SETTING,"Patel, Anish; Ivanovic, Sasa; Brophy, Alison; Yodice, Paul; Fless, Kristin; Rezai, Fariborz; Ovnanian, Vagram; Mistry, Nirav",CHEST,2018,367,367,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
9589,Gamma heavy chain disease--an expanding clinical and laboratory spectrum.,"Bloch, K J; Lee, L; Mills, J A; Haber, E",AMERICAN JOURNAL OF MEDICINE,1973,61,70,9,0,51,1.06,0,0,0,0,0,8,1,5,7,6,4,3,2,1,2,2,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
9590,ANALYSIS OF TREATMENT FOR PULMONARY MYCOBACTERIUM AVIUM COMPLEX INFECTION USING A CLAIMS DATABASE,"Ponce, Mario; Cassarly, Christy; Simpson, Annie; Simpson, Kit; Flume, Patrick",CHEST,2018,191,191,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9591,Mechanism of increased renal tubular sodium reabsorption in cirrhosis.,"Chaimovitz, C; Szylman, P; Alroy, G; Better, O S",AMERICAN JOURNAL OF MEDICINE,1972,198,202,4,0,51,1.04,0,0,1,1,1,2,2,3,4,4,4,2,3,3,1,5,0,0,1,0,2,1,2,1,1,0,1,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9592,Prolonged bed rest in the treatment of idiopathic cardiomyopathy.,"McDonald, C D; Burch, G E; Walsh, J J",AMERICAN JOURNAL OF MEDICINE,1972,41,50,9,0,51,1.04,0,0,0,1,0,1,1,1,1,3,3,2,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,3,1,4,0,1,1,3,2,2,1,2,1,2,1,1,0,2,0,1,2,1,3
9593,ASSOCIATION BETWEEN ECHOCARDIOGRAPHIC AND LIPID PARAMETERS TO WORKERS IN THE METALLIFEROUS MINES,"Puiu, Ligia; Nemes, Roxana; Pop, Calin; Mercea, Delia; Petrovan, Ancuta; Mihaltan, Florin; Ulmeanu, Ruxandra",CHEST,2018,790,790,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
9594,Pulmonary function in alcoholics.,"Emirgil, C; Sobol, B J; Heymann, B; Shibutani, K",AMERICAN JOURNAL OF MEDICINE,1974,69,77,8,0,50,1.06,0,0,0,0,0,3,0,3,2,1,4,7,0,2,3,2,2,2,1,3,0,1,1,0,0,1,1,0,0,1,1,0,0,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,4
9595,MEDIASTINAL RECURRENCE AFTER CURATIVE RESECTION OF COLON CANCER,"Rajdev, Kartikeya; Siddiqui, Abdul; Pervaiz, Sami; Ansari, Yusra; Agarwal, Shivika; Maroun, Rabih",CHEST,2018,494,495,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9596,CAUSES OF ISOLATED DIFFUSING CAPACITY OF THE LUNGS FOR CARBON MONOXIDE (DLCO) FROM OUTPATIENT PULMONARY FUNCTION TESTING,"Randhawa, Ekamjeet; Sherman, Michael",CHEST,2018,966,966,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9597,AN UNUSUAL CULPRIT FOR ENDOCARDITIS,"Randive, Rushil; Turaga, Naga Sai Shravan; Patel, Ronak; Patel, Jay; Brown, Dwayne",CHEST,2018,53,53,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9598,UTILITY OF SCREENING LOW-DOSE CT (LDCT) IN ASSESSMENT OF EMPHYSEMA AND ITS CORRELATION WITH PULMONARY FUNCTION TEST (PFT) ABNORMALITIES: AN INNER-CITY EXPERIENCE,"Rasheed, Ameer; Bhatt, Isha; Levine, Zoey; Gerolemou, Louis; Shahzadi, Madeeha; Chand, Raja; Vasudevan, Viswanath",CHEST,2018,979,979,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
9599,Coexistence of diabetes mellitus and insipidus and optic atrophy in two male siblings. Studies and review of literature.,"Bretz, G W; Baghdassarian, A; Graber, J D; Zacherle, B J; Norum, R A; Blizzard, R M",AMERICAN JOURNAL OF MEDICINE,1970,398,403,5,0,49,0.96,0,2,1,1,4,3,5,7,1,1,2,2,2,2,0,1,5,0,0,2,1,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
